4 , 23/10/2012 04:45:07:400 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101290701Default Amount :3542.0
4 , 23/10/2012 04:45:16:682 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:698 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091565301Oustanding Amount :55486.0
4 , 23/10/2012 04:45:16:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091565301Approved Application Amount :60000.0
4 , 23/10/2012 04:45:16:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091565301Claim Applied Amount :47163.0
4 , 23/10/2012 04:45:16:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091565301Recovered Amount :0.0
4 , 23/10/2012 04:45:16:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091565301Default Amount :50200.0
4 , 23/10/2012 04:45:16:698 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:698 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:713 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:713 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090482501Oustanding Amount :10415.0
4 , 23/10/2012 04:45:16:713 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090482501Approved Application Amount :20000.0
4 , 23/10/2012 04:45:16:713 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090482501Claim Applied Amount :6315.0
4 , 23/10/2012 04:45:16:713 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090482501Recovered Amount :0.0
4 , 23/10/2012 04:45:16:713 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE090482501Default Amount :40591.0
4 , 23/10/2012 04:45:16:713 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:713 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:729 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:729 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091592801Oustanding Amount :50000.0
4 , 23/10/2012 04:45:16:744 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091592801Approved Application Amount :50000.0
4 , 23/10/2012 04:45:16:744 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091592801Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:16:744 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091592801Recovered Amount :0.0
4 , 23/10/2012 04:45:16:744 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091592801Default Amount :15366.0
4 , 23/10/2012 04:45:16:744 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:744 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:760 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:760 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP090250601Oustanding Amount :360369.0
4 , 23/10/2012 04:45:16:760 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP090250601Approved Application Amount :500000.0
4 , 23/10/2012 04:45:16:760 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP090250601Claim Applied Amount :421558.0
4 , 23/10/2012 04:45:16:776 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP090250601Recovered Amount :0.0
4 , 23/10/2012 04:45:16:776 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP090250601Default Amount :55486.0
4 , 23/10/2012 04:45:16:776 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:776 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:791 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:791 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100059301Oustanding Amount :15657.0
4 , 23/10/2012 04:45:16:791 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100059301Approved Application Amount :25000.0
4 , 23/10/2012 04:45:16:791 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100059301Claim Applied Amount :7220.0
4 , 23/10/2012 04:45:16:791 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100059301Recovered Amount :0.0
4 , 23/10/2012 04:45:16:791 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100059301Default Amount :10415.0
4 , 23/10/2012 04:45:16:791 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:791 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:822 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:822 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091625701Oustanding Amount :40000.0
4 , 23/10/2012 04:45:16:822 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091625701Approved Application Amount :40000.0
4 , 23/10/2012 04:45:16:822 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091625701Claim Applied Amount :34000.0
4 , 23/10/2012 04:45:16:822 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091625701Recovered Amount :0.0
4 , 23/10/2012 04:45:16:822 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091625701Default Amount :50000.0
4 , 23/10/2012 04:45:16:822 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:822 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:838 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:838 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179201Oustanding Amount :50000.0
4 , 23/10/2012 04:45:16:838 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179201Approved Application Amount :50000.0
4 , 23/10/2012 04:45:16:838 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179201Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:16:838 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179201Recovered Amount :0.0
4 , 23/10/2012 04:45:16:838 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179201Default Amount :360369.0
4 , 23/10/2012 04:45:16:838 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:854 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:854 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:854 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100775901Oustanding Amount :190900.0
4 , 23/10/2012 04:45:16:869 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100775901Approved Application Amount :200000.0
4 , 23/10/2012 04:45:16:869 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100775901Claim Applied Amount :193498.0
4 , 23/10/2012 04:45:16:869 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100775901Recovered Amount :0.0
4 , 23/10/2012 04:45:16:869 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100775901Default Amount :15657.0
4 , 23/10/2012 04:45:16:869 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:869 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:885 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:885 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091189601Oustanding Amount :60000.0
4 , 23/10/2012 04:45:16:885 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091189601Approved Application Amount :60000.0
4 , 23/10/2012 04:45:16:885 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091189601Claim Applied Amount :51000.0
4 , 23/10/2012 04:45:16:900 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091189601Recovered Amount :0.0
4 , 23/10/2012 04:45:16:900 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091189601Default Amount :40000.0
4 , 23/10/2012 04:45:16:900 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:900 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:900 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:916 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA070096201Oustanding Amount :25000.0
4 , 23/10/2012 04:45:16:916 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA070096201Approved Application Amount :25000.0
4 , 23/10/2012 04:45:16:916 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA070096201Claim Applied Amount :18750.0
4 , 23/10/2012 04:45:16:916 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA070096201Recovered Amount :0.0
4 , 23/10/2012 04:45:16:916 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA070096201Default Amount :50000.0
4 , 23/10/2012 04:45:16:916 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:916 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:932 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:932 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090321201Oustanding Amount :73972.0
4 , 23/10/2012 04:45:16:932 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090321201Approved Application Amount :90000.0
4 , 23/10/2012 04:45:16:932 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090321201Claim Applied Amount :72769.0
4 , 23/10/2012 04:45:16:932 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090321201Recovered Amount :2000.0
4 , 23/10/2012 04:45:16:932 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090321201Default Amount :190900.0
4 , 23/10/2012 04:45:16:932 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:932 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:947 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:963 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091562301Oustanding Amount :50000.0
4 , 23/10/2012 04:45:16:963 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091562301Approved Application Amount :50000.0
4 , 23/10/2012 04:45:16:963 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091562301Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:16:963 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091562301Recovered Amount :0.0
4 , 23/10/2012 04:45:16:963 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091562301Default Amount :60000.0
4 , 23/10/2012 04:45:16:963 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:963 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:978 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091940701Oustanding Amount :50000.0
4 , 23/10/2012 04:45:16:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091940701Approved Application Amount :50000.0
4 , 23/10/2012 04:45:16:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091940701Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:16:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091940701Recovered Amount :0.0
4 , 23/10/2012 04:45:16:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091940701Default Amount :25000.0
4 , 23/10/2012 04:45:16:978 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:16:978 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:16:994 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:16:994 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100130301Oustanding Amount :43962.0
4 , 23/10/2012 04:45:16:994 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100130301Approved Application Amount :50000.0
4 , 23/10/2012 04:45:16:994 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100130301Claim Applied Amount :36597.0
4 , 23/10/2012 04:45:16:994 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100130301Recovered Amount :0.0
4 , 23/10/2012 04:45:16:994 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100130301Default Amount :71972.0
4 , 23/10/2012 04:45:16:994 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:17:010 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:17:025 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:17:025 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091219201Oustanding Amount :40000.0
4 , 23/10/2012 04:45:17:025 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091219201Approved Application Amount :40000.0
4 , 23/10/2012 04:45:17:025 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091219201Claim Applied Amount :34000.0
4 , 23/10/2012 04:45:17:025 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091219201Recovered Amount :0.0
4 , 23/10/2012 04:45:17:025 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091219201Default Amount :50000.0
4 , 23/10/2012 04:45:17:025 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:17:041 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:17:041 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:17:041 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101678201Oustanding Amount :48536.0
4 , 23/10/2012 04:45:17:041 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101678201Approved Application Amount :50000.0
4 , 23/10/2012 04:45:17:041 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101678201Claim Applied Amount :36910.0
4 , 23/10/2012 04:45:17:056 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101678201Recovered Amount :0.0
4 , 23/10/2012 04:45:17:056 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101678201Default Amount :50000.0
4 , 23/10/2012 04:45:17:056 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:17:056 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:17:072 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:17:072 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090357801Oustanding Amount :40000.0
4 , 23/10/2012 04:45:17:072 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090357801Approved Application Amount :40000.0
4 , 23/10/2012 04:45:17:072 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090357801Claim Applied Amount :30000.0
4 , 23/10/2012 04:45:17:072 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090357801Recovered Amount :0.0
4 , 23/10/2012 04:45:17:072 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090357801Default Amount :43962.0
4 , 23/10/2012 04:45:17:072 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:17:072 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:17:088 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:17:088 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090742501Oustanding Amount :50000.0
4 , 23/10/2012 04:45:17:103 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090742501Approved Application Amount :50000.0
4 , 23/10/2012 04:45:17:103 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090742501Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:17:103 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090742501Recovered Amount :0.0
4 , 23/10/2012 04:45:17:103 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090742501Default Amount :40000.0
4 , 23/10/2012 04:45:17:103 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:17:103 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:17:119 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:17:119 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080044601Oustanding Amount :1.0E7
4 , 23/10/2012 04:45:17:119 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080044601Approved Application Amount :1.0E7
4 , 23/10/2012 04:45:17:119 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080044601Claim Applied Amount :1.0E7
4 , 23/10/2012 04:45:17:119 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080044601Recovered Amount :0.0
4 , 23/10/2012 04:45:17:119 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080044601Default Amount :48536.0
4 , 23/10/2012 04:45:17:119 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:17:119 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:17:134 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:17:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100511901Oustanding Amount :57737.0
4 , 23/10/2012 04:45:17:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100511901Approved Application Amount :60000.0
4 , 23/10/2012 04:45:17:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100511901Claim Applied Amount :49076.0
4 , 23/10/2012 04:45:17:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100511901Recovered Amount :0.0
4 , 23/10/2012 04:45:17:150 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100511901Default Amount :40000.0
4 , 23/10/2012 04:45:17:150 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
