4 , 11/11/2008 17:02:44:478 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:515 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:00:515 , ApplicationDAO , getPartApplication , Entered. Memory : 9040520
4 , 11/11/2008 17:03:00:578 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:00:578 , ApplicationDAO , getPartApplication , Exited. Memory : 7488640
4 , 11/11/2008 17:03:00:578 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:00:625 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:625 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:00:625 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:1350000.0
4 , 11/11/2008 17:03:00:625 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:1350000.0
4 , 11/11/2008 17:03:00:625 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:00:625 , ApplicationDAO , getPartApplication , Entered. Memory : 7066976
4 , 11/11/2008 17:03:00:687 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:00:703 , ApplicationDAO , getPartApplication , Exited. Memory : 9443792
4 , 11/11/2008 17:03:00:703 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:00:734 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:750 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:00:750 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:5000.0
4 , 11/11/2008 17:03:00:750 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:5000.0
4 , 11/11/2008 17:03:00:750 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:00:750 , ApplicationDAO , getPartApplication , Entered. Memory : 9037352
4 , 11/11/2008 17:03:00:766 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:00:781 , ApplicationDAO , getPartApplication , Exited. Memory : 7486784
4 , 11/11/2008 17:03:00:781 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:00:812 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:828 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:00:828 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:35000.0
4 , 11/11/2008 17:03:00:828 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:35000.0
4 , 11/11/2008 17:03:00:828 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:00:828 , ApplicationDAO , getPartApplication , Entered. Memory : 7065288
4 , 11/11/2008 17:03:00:875 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:00:891 , ApplicationDAO , getPartApplication , Exited. Memory : 9439984
4 , 11/11/2008 17:03:00:891 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:00:922 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:00:938 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:00:938 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:52500.0
4 , 11/11/2008 17:03:00:938 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:52500.0
4 , 11/11/2008 17:03:00:938 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:00:938 , ApplicationDAO , getPartApplication , Entered. Memory : 9033728
4 , 11/11/2008 17:03:00:953 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:00:969 , ApplicationDAO , getPartApplication , Exited. Memory : 7483656
4 , 11/11/2008 17:03:00:969 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:000 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:016 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:016 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:03:01:016 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:03:01:016 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:016 , ApplicationDAO , getPartApplication , Entered. Memory : 7054512
4 , 11/11/2008 17:03:01:063 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:01:078 , ApplicationDAO , getPartApplication , Exited. Memory : 9437952
4 , 11/11/2008 17:03:01:078 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:109 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:125 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:125 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:30000.0
4 , 11/11/2008 17:03:01:125 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:30000.0
4 , 11/11/2008 17:03:01:125 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:125 , ApplicationDAO , getPartApplication , Entered. Memory : 9031472
4 , 11/11/2008 17:03:01:141 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:01:156 , ApplicationDAO , getPartApplication , Exited. Memory : 7474752
4 , 11/11/2008 17:03:01:156 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:188 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:203 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:203 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:2500000.0
4 , 11/11/2008 17:03:01:203 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:2500000.0
4 , 11/11/2008 17:03:01:203 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:203 , ApplicationDAO , getPartApplication , Entered. Memory : 7052616
4 , 11/11/2008 17:03:01:250 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:01:250 , ApplicationDAO , getPartApplication , Exited. Memory : 9434736
4 , 11/11/2008 17:03:01:250 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:313 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:313 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:313 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:03:01:313 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:03:01:313 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:313 , ApplicationDAO , getPartApplication , Entered. Memory : 9021008
4 , 11/11/2008 17:03:01:344 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:01:344 , ApplicationDAO , getPartApplication , Exited. Memory : 7465832
4 , 11/11/2008 17:03:01:344 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:391 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:406 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:406 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:400000.0
4 , 11/11/2008 17:03:01:406 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:400000.0
4 , 11/11/2008 17:03:01:406 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:406 , ApplicationDAO , getPartApplication , Entered. Memory : 7044488
4 , 11/11/2008 17:03:01:453 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:01:453 , ApplicationDAO , getPartApplication , Exited. Memory : 9431176
4 , 11/11/2008 17:03:01:453 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:500 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:500 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:500 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:2450000.0
4 , 11/11/2008 17:03:01:500 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:2450000.0
4 , 11/11/2008 17:03:01:500 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:500 , ApplicationDAO , getPartApplication , Entered. Memory : 9025376
4 , 11/11/2008 17:03:01:531 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:01:531 , ApplicationDAO , getPartApplication , Exited. Memory : 7469672
4 , 11/11/2008 17:03:01:531 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:594 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:594 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:594 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:200000.0
4 , 11/11/2008 17:03:01:594 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:200000.0
4 , 11/11/2008 17:03:01:594 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:594 , ApplicationDAO , getPartApplication , Entered. Memory : 7056672
4 , 11/11/2008 17:03:01:641 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:01:657 , ApplicationDAO , getPartApplication , Exited. Memory : 9429528
4 , 11/11/2008 17:03:01:657 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:688 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:703 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:703 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:200000.0
4 , 11/11/2008 17:03:01:703 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:200000.0
4 , 11/11/2008 17:03:01:703 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:703 , ApplicationDAO , getPartApplication , Entered. Memory : 9024528
4 , 11/11/2008 17:03:01:719 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:01:735 , ApplicationDAO , getPartApplication , Exited. Memory : 7476336
4 , 11/11/2008 17:03:01:735 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:766 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:782 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:782 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:50000.0
4 , 11/11/2008 17:03:01:782 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:50000.0
4 , 11/11/2008 17:03:01:782 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:782 , ApplicationDAO , getPartApplication , Entered. Memory : 7055408
4 , 11/11/2008 17:03:01:828 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:01:844 , ApplicationDAO , getPartApplication , Exited. Memory : 9427360
4 , 11/11/2008 17:03:01:844 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:875 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:891 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:891 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:1400000.0
4 , 11/11/2008 17:03:01:891 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:1400000.0
4 , 11/11/2008 17:03:01:891 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:891 , ApplicationDAO , getPartApplication , Entered. Memory : 9022704
4 , 11/11/2008 17:03:01:907 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:01:922 , ApplicationDAO , getPartApplication , Exited. Memory : 7475408
4 , 11/11/2008 17:03:01:922 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:01:954 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:01:969 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:01:969 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:87500.0
4 , 11/11/2008 17:03:01:969 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:87500.0
4 , 11/11/2008 17:03:01:969 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:01:969 , ApplicationDAO , getPartApplication , Entered. Memory : 7031208
4 , 11/11/2008 17:03:02:016 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:02:032 , ApplicationDAO , getPartApplication , Exited. Memory : 9425472
4 , 11/11/2008 17:03:02:032 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:02:063 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:02:079 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:02:079 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:500000.0
4 , 11/11/2008 17:03:02:079 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:500000.0
4 , 11/11/2008 17:03:02:079 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:02:079 , ApplicationDAO , getPartApplication , Entered. Memory : 9020776
4 , 11/11/2008 17:03:02:094 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:02:110 , ApplicationDAO , getPartApplication , Exited. Memory : 7465576
4 , 11/11/2008 17:03:02:110 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:02:141 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:02:157 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:02:157 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:300000.0
4 , 11/11/2008 17:03:02:157 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:300000.0
4 , 11/11/2008 17:03:02:157 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:02:157 , ApplicationDAO , getPartApplication , Entered. Memory : 7045840
4 , 11/11/2008 17:03:02:204 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:02:204 , ApplicationDAO , getPartApplication , Exited. Memory : 9421776
4 , 11/11/2008 17:03:02:204 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:02:251 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:02:251 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:02:251 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:200000.0
4 , 11/11/2008 17:03:02:251 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:200000.0
4 , 11/11/2008 17:03:02:251 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:02:251 , ApplicationDAO , getPartApplication , Entered. Memory : 9017088
4 , 11/11/2008 17:03:02:282 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:02:282 , ApplicationDAO , getPartApplication , Exited. Memory : 7452952
4 , 11/11/2008 17:03:02:282 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:02:329 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:02:329 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:02:329 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:03:02:329 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:03:02:329 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:02:329 , ApplicationDAO , getPartApplication , Entered. Memory : 7034432
4 , 11/11/2008 17:03:02:391 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:02:391 , ApplicationDAO , getPartApplication , Exited. Memory : 9409864
4 , 11/11/2008 17:03:02:391 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:02:438 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:02:438 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:02:438 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:200000.0
4 , 11/11/2008 17:03:02:438 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:200000.0
4 , 11/11/2008 17:03:02:438 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:02:438 , ApplicationDAO , getPartApplication , Entered. Memory : 9005824
4 , 11/11/2008 17:03:02:469 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:02:469 , ApplicationDAO , getPartApplication , Exited. Memory : 7435416
4 , 11/11/2008 17:03:02:469 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:02:516 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:02:516 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:02:516 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:380000.0
4 , 11/11/2008 17:03:02:516 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:380000.0
4 , 11/11/2008 17:03:02:516 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:02:516 , ApplicationDAO , getPartApplication , Entered. Memory : 7041344
4 , 11/11/2008 17:03:02:579 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:02:579 , ApplicationDAO , getPartApplication , Exited. Memory : 9409064
4 , 11/11/2008 17:03:02:579 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:02:626 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:02:626 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:02:626 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:61500.0
4 , 11/11/2008 17:03:02:626 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:61500.0
4 , 11/11/2008 17:03:02:626 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:03:02:626 , ApplicationDAO , getPartApplication , Entered. Memory : 8997632
4 , 11/11/2008 17:03:02:657 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:03:02:657 , ApplicationDAO , getPartApplication , Exited. Memory : 7435416
4 , 11/11/2008 17:03:02:657 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:03:02:704 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:03:02:704 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:03:02:704 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:115000.0
