5 , 04/05/2012 10:55:33:962 , ApplicationDAO , getTermLoan , values of term loan object set successfully....
5 , 04/05/2012 11:10:06:973 , ApplicationProcessor , checkDuplicateApplications , approved 20 app ref no 2701070012
4 , 04/05/2012 11:10:06:974 , ApplicationProcessor , getApplicationsForReapproval , tc status:AM
4 , 04/05/2012 11:10:06:975 , ApplicationProcessor , getApplicationsForReapproval , tc App Ref No :com.cgtsi.application.Application@1e5a0cf
5 , 04/05/2012 11:10:06:976 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
4 , 04/05/2012 11:10:06:977 , ApplicationDAO , getApplication , Entered. Memory : 6290448
5 , 04/05/2012 11:10:06:979 , ApplicationProcessor , checkDuplicateApplications , approved 21 app ref no 1610070013
5 , 04/05/2012 11:10:06:980 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:06:981 , ApplicationProcessor , checkDuplicateApplications , approved 22 app ref no 0806060023
5 , 04/05/2012 11:10:06:982 , ApplicationDAO , getApplication , After entering in the method
5 , 04/05/2012 11:10:06:984 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:06:985 , ApplicationDAO , getApplication , when mliID and cgpan are entered
5 , 04/05/2012 11:10:06:986 , ApplicationProcessor , checkDuplicateApplications , approved 23 app ref no 1503060053
5 , 04/05/2012 11:10:06:987 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:06:988 , ApplicationProcessor , checkDuplicateApplications , approved 24 app ref no 2906070111
5 , 04/05/2012 11:10:06:990 , ApplicationDAO , getAppForCgpan , CGPAN After entering getAppforCgpan in DAO :CG20120087850TC
5 , 04/05/2012 11:10:06:991 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:06:992 , ApplicationProcessor , checkDuplicateApplications , approved 25 app ref no 2803060225
5 , 04/05/2012 11:10:06:993 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
4 , 04/05/2012 11:10:06:994 , ApplicationDAO , getAppForCgpan , Before Executing
5 , 04/05/2012 11:10:06:995 , ApplicationProcessor , checkDuplicateApplications , approved 26 app ref no 1712070027
5 , 04/05/2012 11:10:06:997 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:06:998 , ApplicationProcessor , checkDuplicateApplications , approved 27 app ref no 1312050088
5 , 04/05/2012 11:10:06:999 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:000 , ApplicationProcessor , checkDuplicateApplications , approved 28 app ref no 1001060009
4 , 04/05/2012 11:10:07:001 , ApplicationDAO , getAppForCgpan , After Executing
5 , 04/05/2012 11:10:07:003 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:004 , ApplicationDAO , getAppForCgpan , Application Details :0
5 , 04/05/2012 11:10:07:005 , ApplicationProcessor , checkDuplicateApplications , approved 29 app ref no 1001060011
4 , 04/05/2012 11:10:07:006 , ApplicationDAO , getAppForCgpan , Setting values for the application Object
5 , 04/05/2012 11:10:07:007 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:008 , ApplicationProcessor , checkDuplicateApplications , approved 30 app ref no 1004070023
5 , 04/05/2012 11:10:07:009 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:011 , ApplicationProcessor , checkDuplicateApplications , approved 31 app ref no 0106070022
5 , 04/05/2012 11:10:07:012 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:013 , ApplicationProcessor , checkDuplicateApplications , approved 32 app ref no 0106070019
5 , 04/05/2012 11:10:07:014 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:015 , ApplicationProcessor , checkDuplicateApplications , approved 33 app ref no 2705080106
5 , 04/05/2012 11:10:07:019 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:020 , ApplicationProcessor , checkDuplicateApplications , approved 34 app ref no 2205060007
5 , 04/05/2012 11:10:07:021 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:022 , ApplicationProcessor , checkDuplicateApplications , approved 35 app ref no 2809070108
5 , 04/05/2012 11:10:07:025 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:026 , ApplicationProcessor , checkDuplicateApplications , approved 36 app ref no 0802080041
5 , 04/05/2012 11:10:07:027 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:028 , ApplicationProcessor , checkDuplicateApplications , approved 37 app ref no 1811060004
5 , 04/05/2012 11:10:07:029 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:030 , ApplicationProcessor , checkDuplicateApplications , approved 38 app ref no 0106060011
5 , 04/05/2012 11:10:07:031 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:033 , ApplicationProcessor , checkDuplicateApplications , approved 39 app ref no 2707060079
5 , 04/05/2012 11:10:07:034 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
5 , 04/05/2012 11:10:07:035 , ApplicationProcessor , checkDuplicateApplications , approved 40 app ref no 3003050046
5 , 04/05/2012 11:10:07:036 , ApplicationProcessor , checkDuplicateApplications , pending all not matching : 020512000246
4 , 04/05/2012 11:22:09:687 , LoginAction , login , Entered
4 , 04/05/2012 11:22:09:735 , Registration , updateLoginInformation , Entered
4 , 04/05/2012 11:22:09:856 , Registration , updateLoginInformation , Exited
4 , 04/05/2012 11:22:09:926 , Login , login , Entered
5 , 04/05/2012 11:22:09:930 , Login , login , User id is AVSYAM0001
4 , 04/05/2012 11:22:09:940 , AdminDAO , getParameter , Entered
5 , 04/05/2012 11:22:09:956 , AdminDAO , getParameter , Error Code and Error are 0 null
4 , 04/05/2012 11:22:10:000 , AdminDAO , getParameter , Exited
5 , 04/05/2012 11:22:10:003 , Login , login , Before getting user info
4 , 04/05/2012 11:22:10:012 , AdminDAO , getUserInfo , Entered
5 , 04/05/2012 11:22:10:031 , AdminDAO , getUserInfo , Function executed without error
5 , 04/05/2012 11:22:10:045 , AdminDAO , getUserInfo , Active user
5 , 04/05/2012 11:22:10:048 , AdminDAO , getUserInfo , not first log in
4 , 04/05/2012 11:22:10:059 , AdminDAO , getUserInfo , Exited
5 , 04/05/2012 11:22:10:061 , Login , login , After getting user info
4 , 04/05/2012 11:22:10:062 , AdminDAO , checkValidUserLogin() , Entered!
4 , 04/05/2012 11:22:10:081 , AdminDAO , checkValidUserLogin() , Exited!
5 , 04/05/2012 11:22:10:084 , Login , login , Verify password AVSYAM0001
5 , 04/05/2012 11:22:10:144 , Login , login , firstLogin,passwordReset false false
5 , 04/05/2012 11:22:10:147 , Login , login , last pwd change date, pwd expiry days2012-04-25 15
5 , 04/05/2012 11:22:10:151 , Login , login , addedDate Thu May 10 00:00:00 GMT 2012
5 , 04/05/2012 11:22:10:155 , Login , login , pwdChangeExpiry false
4 , 04/05/2012 11:22:10:158 , CommonDAO , updateLastLoginDate , Entered
2 , 04/05/2012 11:22:10:190 , CommonDAO , updateLastLoginDate , Error code and errors are: 0 null
4 , 04/05/2012 11:22:10:194 , CommonDAO , updateLastLoginDate , Exited
4 , 04/05/2012 11:22:10:196 , Login , login , Exited
4 , 04/05/2012 11:22:10:197 , AdminDAO , getPrivileges , Entered
5 , 04/05/2012 11:22:10:235 , AdminDAO , getRoles , privilege REPORTS
5 , 04/05/2012 11:22:10:238 , AdminDAO , getRoles , privilege EXPORT_PERIDIC_INFO
5 , 04/05/2012 11:22:10:242 , AdminDAO , getRoles , privilege EXPORT_CLAIM_FILE
5 , 04/05/2012 11:22:10:244 , AdminDAO , getRoles , privilege FILE_UPLOAD
5 , 04/05/2012 11:22:10:248 , AdminDAO , getRoles , privilege CLAIM_APPROVAL
5 , 04/05/2012 11:22:10:251 , AdminDAO , getRoles , privilege ADD_APPLICATION
5 , 04/05/2012 11:22:10:254 , AdminDAO , getRoles , privilege OTS_REQUEST
5 , 04/05/2012 11:22:10:257 , AdminDAO , getRoles , privilege ALLOCATE_PAYMENTS
5 , 04/05/2012 11:22:10:260 , AdminDAO , getRoles , privilege CLAIM_FIRST_INSTALLMENT
5 , 04/05/2012 11:22:10:261 , AdminDAO , getRoles , privilege UPDATE_REPAYMENT_SCHEDULE
5 , 04/05/2012 11:22:10:265 , AdminDAO , getRoles , privilege PERIODIC_INFO
5 , 04/05/2012 11:22:10:267 , AdminDAO , getRoles , privilege MODIFY_BORROWER_DETAILS
5 , 04/05/2012 11:22:10:268 , AdminDAO , getRoles , privilege CLAIM_SECOND_INSTALLMENT
5 , 04/05/2012 11:22:10:269 , AdminDAO , getRoles , privilege MODIFY_APPLICATION
5 , 04/05/2012 11:22:10:270 , AdminDAO , getRoles , privilege PRINT_PAY_IN_SLIP
5 , 04/05/2012 11:22:10:272 , AdminDAO , getRoles , privilege GENERATE_VOUCHER
5 , 04/05/2012 11:22:10:273 , AdminDAO , getRoles , privilege GENERATE_SFDAN
5 , 04/05/2012 11:22:10:274 , AdminDAO , getRoles , privilege CREATE_CGTSI_USER
5 , 04/05/2012 11:22:10:275 , AdminDAO , getRoles , privilege ENTER_INFLOW_DETAILS
5 , 04/05/2012 11:22:10:276 , AdminDAO , getRoles , privilege IF_REPORT
5 , 04/05/2012 11:22:10:281 , AdminDAO , getRoles , privilege STATEMENT_DETAILS
5 , 04/05/2012 11:22:10:282 , AdminDAO , getRoles , privilege SECURITIZATION
5 , 04/05/2012 11:22:10:284 , AdminDAO , getRoles , privilege ENTER_OUTFLOW_DETAILS
5 , 04/05/2012 11:22:10:285 , AdminDAO , getRoles , privilege LIMIT_SET_UP
5 , 04/05/2012 11:22:10:286 , AdminDAO , getRoles , privilege APPLICATION_CLOSURE
5 , 04/05/2012 11:22:10:287 , AdminDAO , getRoles , privilege ADD_MODIFY_ROLES
5 , 04/05/2012 11:22:10:288 , AdminDAO , getRoles , privilege APPROPRIATE_PAYMENTS
5 , 04/05/2012 11:22:10:291 , AdminDAO , getRoles , privilege SEARCH_DOCUMENTS
5 , 04/05/2012 11:22:10:292 , AdminDAO , getRoles , privilege ASSIGN_MODIFY_ROLES_AND_PRIVILEGES
5 , 04/05/2012 11:22:10:293 , AdminDAO , getRoles , privilege ENTER_BUDGET_DETAILS
5 , 04/05/2012 11:22:10:298 , AdminDAO , getRoles , privilege CREATE_MLI_USER
5 , 04/05/2012 11:22:10:299 , AdminDAO , getRoles , privilege MODIFY_COLLECTING_BANK_DETAILS
5 , 04/05/2012 11:22:10:300 , AdminDAO , getRoles , privilege IF_CALCULATE_EXPOSUER
5 , 04/05/2012 11:22:10:301 , AdminDAO , getRoles , privilege APP_STATUS_WISE_REPORT
5 , 04/05/2012 11:22:10:302 , AdminDAO , getRoles , privilege REVIEW_AUDIT_DETAILS
5 , 04/05/2012 11:22:10:303 , AdminDAO , getRoles , privilege GENERATE_CGDAN
5 , 04/05/2012 11:22:10:305 , AdminDAO , getRoles , privilege REGISTER_MLI
5 , 04/05/2012 11:22:10:306 , AdminDAO , getRoles , privilege REGISTER_MCGF
5 , 04/05/2012 11:22:10:307 , AdminDAO , getRoles , privilege IF_UPDATE_MASTER_TABLES
5 , 04/05/2012 11:22:10:308 , AdminDAO , getRoles , privilege REACTIVATE_USER
5 , 04/05/2012 11:22:10:313 , AdminDAO , getRoles , privilege DEFINE_ORGANIZATION_STRUCTURE
5 , 04/05/2012 11:22:10:314 , AdminDAO , getRoles , privilege VIEW_PENDING_PAYMENTS
5 , 04/05/2012 11:22:10:315 , AdminDAO , getRoles , privilege APPROVE_DUPLICATE_APPLICATION
5 , 04/05/2012 11:22:10:316 , AdminDAO , getRoles , privilege INVESTMENT_FULFILLMENT
5 , 04/05/2012 11:22:10:317 , AdminDAO , getRoles , privilege GENERATE_EXCESS_VOUCHER
5 , 04/05/2012 11:22:10:319 , AdminDAO , getRoles , privilege SET_PARTICIPATING_BANK_LIMIT
5 , 04/05/2012 11:22:10:320 , AdminDAO , getRoles , privilege RECEIVE_SUCCESS_FAILURE_MESSAGE
5 , 04/05/2012 11:22:10:322 , AdminDAO , getRoles , privilege MAKE_REQUEST
5 , 04/05/2012 11:22:10:323 , AdminDAO , getRoles , privilege ACTIVATE_MEMBER
5 , 04/05/2012 11:22:10:324 , AdminDAO , getRoles , privilege PLAN_INVESTMENT
5 , 04/05/2012 11:22:10:329 , AdminDAO , getRoles , privilege SHIFT_CGPAN_OR_BORROWER
5 , 04/05/2012 11:22:10:330 , AdminDAO , getRoles , privilege UPLOAD_DOCUMENTS
5 , 04/05/2012 11:22:10:331 , AdminDAO , getRoles , privilege GENERATE_CLDAN
5 , 04/05/2012 11:22:10:332 , AdminDAO , getRoles , privilege GENERATE_SHORT_DAN
5 , 04/05/2012 11:22:10:333 , AdminDAO , getRoles , privilege ADD_INWARD
5 , 04/05/2012 11:22:10:334 , AdminDAO , getRoles , privilege ASSIGN_COLLECTING_BANK
5 , 04/05/2012 11:22:10:336 , AdminDAO , getRoles , privilege RE_ALLOCATE_PAYMENTS
5 , 04/05/2012 11:22:10:338 , AdminDAO , getRoles , privilege DAY_END_PROCESS
5 , 04/05/2012 11:22:10:339 , AdminDAO , getRoles , privilege ADD_SSI_MEMBERS
5 , 04/05/2012 11:22:10:341 , AdminDAO , getRoles , privilege APPROVE_INELIGIBLE_APPLICATION
5 , 04/05/2012 11:22:10:346 , AdminDAO , getRoles , privilege APP_SPECIAL_MESSAGE
5 , 04/05/2012 11:22:10:347 , AdminDAO , getRoles , privilege DEACTIVATE_USER
5 , 04/05/2012 11:22:10:348 , AdminDAO , getRoles , privilege UPDATE_MASTER_TABLE
5 , 04/05/2012 11:22:10:349 , AdminDAO , getRoles , privilege TDS_DETAILS
5 , 04/05/2012 11:22:10:350 , AdminDAO , getRoles , privilege PROJECT_EXPECTED_CLAIMS
5 , 04/05/2012 11:22:10:352 , AdminDAO , getRoles , privilege FORECASTING_DETAILS
5 , 04/05/2012 11:22:10:353 , AdminDAO , getRoles , privilege DEACTIVATE_MEMBER
5 , 04/05/2012 11:22:10:354 , AdminDAO , getRoles , privilege RESET_PASSWORD
5 , 04/05/2012 11:22:10:355 , AdminDAO , getRoles , privilege SET_UPDATE_SUB_SCHEME_PARAMS
5 , 04/05/2012 11:22:10:356 , AdminDAO , getRoles , privilege RISK_CALCULATE_EXPOSUER
5 , 04/05/2012 11:22:10:360 , AdminDAO , getRoles , privilege SETTLEMENT
5 , 04/05/2012 11:22:10:361 , AdminDAO , getRoles , privilege UPDATE_RECOVERY
5 , 04/05/2012 11:22:10:362 , AdminDAO , getRoles , privilege SET_CEILING_FOR_INVESTMENT
5 , 04/05/2012 11:22:10:364 , AdminDAO , getRoles , privilege REGISTER_COLLECTING_BANK
5 , 04/05/2012 11:22:10:365 , AdminDAO , getRoles , privilege WAIVE_SHORT_AMOUNTS
5 , 04/05/2012 11:22:10:366 , AdminDAO , getRoles , privilege OTS_APPROVAL
5 , 04/05/2012 11:22:10:367 , AdminDAO , getRoles , privilege ADD_OUTWARD
5 , 04/05/2012 11:22:10:368 , AdminDAO , getRoles , privilege ADD_PARTICIPATING_BANKS
5 , 04/05/2012 11:22:10:370 , AdminDAO , getRoles , privilege GENERATE_EXPOSURE_REPORT
5 , 04/05/2012 11:22:10:371 , AdminDAO , getRoles , privilege PERIODIC_INFO_APPROVAL
5 , 04/05/2012 11:22:10:375 , AdminDAO , getRoles , privilege BROADCAST_MESSAGE
5 , 04/05/2012 11:22:10:376 , AdminDAO , getRoles , privilege ENTER_INVESTMENT_DETAILS
5 , 04/05/2012 11:22:10:377 , AdminDAO , getRoles , privilege APPLICATION_RE_APPROVAL
