4 , 22/10/2012 07:01:10:932 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:39:582 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP090110501Approved Application Amount :50000.0
4 , 22/10/2012 07:01:39:585 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP090110501Claim Applied Amount :40000.0
4 , 22/10/2012 07:01:39:587 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP090110501Recovered Amount :0.0
4 , 22/10/2012 07:01:39:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP090110501Default Amount :60000.0
4 , 22/10/2012 07:01:39:592 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:39:595 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:39:659 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:39:661 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101522401Oustanding Amount :60000.0
4 , 22/10/2012 07:01:39:664 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101522401Approved Application Amount :60000.0
4 , 22/10/2012 07:01:39:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101522401Claim Applied Amount :51000.0
4 , 22/10/2012 07:01:39:669 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101522401Recovered Amount :0.0
4 , 22/10/2012 07:01:39:672 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101522401Default Amount :50000.0
4 , 22/10/2012 07:01:39:675 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:39:676 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:39:744 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:39:747 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090670801Oustanding Amount :25000.0
4 , 22/10/2012 07:01:39:750 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090670801Approved Application Amount :25000.0
4 , 22/10/2012 07:01:39:753 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090670801Claim Applied Amount :21250.0
4 , 22/10/2012 07:01:39:755 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090670801Recovered Amount :0.0
4 , 22/10/2012 07:01:39:758 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090670801Default Amount :60000.0
4 , 22/10/2012 07:01:39:761 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:39:764 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:39:861 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:39:864 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109701Oustanding Amount :80000.0
4 , 22/10/2012 07:01:39:867 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109701Approved Application Amount :80000.0
4 , 22/10/2012 07:01:39:870 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109701Claim Applied Amount :68000.0
4 , 22/10/2012 07:01:39:872 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109701Recovered Amount :0.0
4 , 22/10/2012 07:01:39:879 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109701Default Amount :25000.0
4 , 22/10/2012 07:01:39:882 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:39:887 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:39:976 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:39:979 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100317101Oustanding Amount :22283.0
4 , 22/10/2012 07:01:39:982 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100317101Approved Application Amount :25000.0
4 , 22/10/2012 07:01:39:985 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100317101Claim Applied Amount :25000.0
4 , 22/10/2012 07:01:39:987 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100317101Recovered Amount :0.0
4 , 22/10/2012 07:01:39:990 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100317101Default Amount :80000.0
4 , 22/10/2012 07:01:39:993 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:39:999 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:071 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:074 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091831501Oustanding Amount :100000.0
4 , 22/10/2012 07:01:40:077 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091831501Approved Application Amount :100000.0
4 , 22/10/2012 07:01:40:080 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091831501Claim Applied Amount :85000.0
4 , 22/10/2012 07:01:40:083 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091831501Recovered Amount :0.0
4 , 22/10/2012 07:01:40:086 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091831501Default Amount :22283.0
4 , 22/10/2012 07:01:40:088 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:091 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:165 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:166 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100648301Oustanding Amount :200000.0
4 , 22/10/2012 07:01:40:168 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100648301Approved Application Amount :200000.0
4 , 22/10/2012 07:01:40:169 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100648301Claim Applied Amount :172740.0
4 , 22/10/2012 07:01:40:170 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100648301Recovered Amount :0.0
4 , 22/10/2012 07:01:40:171 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100648301Default Amount :100000.0
4 , 22/10/2012 07:01:40:172 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:173 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:240 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:243 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091940301Oustanding Amount :60000.0
4 , 22/10/2012 07:01:40:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091940301Approved Application Amount :60000.0
4 , 22/10/2012 07:01:40:248 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091940301Claim Applied Amount :51000.0
4 , 22/10/2012 07:01:40:250 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091940301Recovered Amount :0.0
4 , 22/10/2012 07:01:40:253 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091940301Default Amount :200000.0
4 , 22/10/2012 07:01:40:255 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:257 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:328 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:331 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100174101Oustanding Amount :80000.0
4 , 22/10/2012 07:01:40:334 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100174101Approved Application Amount :80000.0
4 , 22/10/2012 07:01:40:337 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100174101Claim Applied Amount :68000.0
4 , 22/10/2012 07:01:40:339 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100174101Recovered Amount :0.0
4 , 22/10/2012 07:01:40:342 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100174101Default Amount :60000.0
4 , 22/10/2012 07:01:40:344 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:346 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:420 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:422 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091871001Oustanding Amount :70000.0
4 , 22/10/2012 07:01:40:425 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091871001Approved Application Amount :70000.0
4 , 22/10/2012 07:01:40:428 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091871001Claim Applied Amount :59500.0
4 , 22/10/2012 07:01:40:430 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091871001Recovered Amount :2200.0
4 , 22/10/2012 07:01:40:433 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091871001Default Amount :80000.0
4 , 22/10/2012 07:01:40:435 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:438 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:530 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:533 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090194301Oustanding Amount :40000.0
4 , 22/10/2012 07:01:40:536 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090194301Approved Application Amount :40000.0
4 , 22/10/2012 07:01:40:539 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090194301Claim Applied Amount :34000.0
4 , 22/10/2012 07:01:40:542 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090194301Recovered Amount :0.0
4 , 22/10/2012 07:01:40:544 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090194301Default Amount :67800.0
4 , 22/10/2012 07:01:40:546 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:547 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:610 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:613 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091163201Oustanding Amount :50000.0
4 , 22/10/2012 07:01:40:616 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091163201Approved Application Amount :50000.0
4 , 22/10/2012 07:01:40:619 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091163201Claim Applied Amount :42500.0
4 , 22/10/2012 07:01:40:622 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091163201Recovered Amount :0.0
4 , 22/10/2012 07:01:40:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091163201Default Amount :40000.0
4 , 22/10/2012 07:01:40:627 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:630 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:695 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091216901Oustanding Amount :50000.0
4 , 22/10/2012 07:01:40:701 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091216901Approved Application Amount :50000.0
4 , 22/10/2012 07:01:40:703 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091216901Claim Applied Amount :42500.0
4 , 22/10/2012 07:01:40:706 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091216901Recovered Amount :0.0
4 , 22/10/2012 07:01:40:709 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091216901Default Amount :50000.0
4 , 22/10/2012 07:01:40:711 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:714 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:781 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090987101Oustanding Amount :60000.0
4 , 22/10/2012 07:01:40:787 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090987101Approved Application Amount :60000.0
4 , 22/10/2012 07:01:40:790 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090987101Claim Applied Amount :51000.0
4 , 22/10/2012 07:01:40:792 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090987101Recovered Amount :0.0
4 , 22/10/2012 07:01:40:795 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090987101Default Amount :50000.0
4 , 22/10/2012 07:01:40:798 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:800 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:878 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102087101Oustanding Amount :60000.0
4 , 22/10/2012 07:01:40:884 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102087101Approved Application Amount :60000.0
4 , 22/10/2012 07:01:40:887 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102087101Claim Applied Amount :51000.0
4 , 22/10/2012 07:01:40:889 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102087101Recovered Amount :0.0
4 , 22/10/2012 07:01:40:892 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102087101Default Amount :60000.0
4 , 22/10/2012 07:01:40:895 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:897 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:40:966 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:40:969 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091591801Oustanding Amount :75000.0
4 , 22/10/2012 07:01:40:971 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091591801Approved Application Amount :75000.0
4 , 22/10/2012 07:01:40:974 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091591801Claim Applied Amount :63750.0
4 , 22/10/2012 07:01:40:977 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091591801Recovered Amount :0.0
4 , 22/10/2012 07:01:40:980 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091591801Default Amount :60000.0
4 , 22/10/2012 07:01:40:982 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:40:985 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:41:054 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:41:056 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090170801Oustanding Amount :47500.0
4 , 22/10/2012 07:01:41:059 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090170801Approved Application Amount :47500.0
4 , 22/10/2012 07:01:41:062 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090170801Claim Applied Amount :44982.0
4 , 22/10/2012 07:01:41:065 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090170801Recovered Amount :0.0
4 , 22/10/2012 07:01:41:067 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090170801Default Amount :75000.0
4 , 22/10/2012 07:01:41:070 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:41:073 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:41:140 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:41:143 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090010601Oustanding Amount :47500.0
4 , 22/10/2012 07:01:41:146 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090010601Approved Application Amount :47500.0
4 , 22/10/2012 07:01:41:148 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090010601Claim Applied Amount :47500.0
4 , 22/10/2012 07:01:41:151 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090010601Recovered Amount :0.0
4 , 22/10/2012 07:01:41:153 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090010601Default Amount :47500.0
4 , 22/10/2012 07:01:41:155 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:41:158 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:41:222 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:41:225 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101819601Oustanding Amount :969498.0
4 , 22/10/2012 07:01:41:228 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101819601Approved Application Amount :1450000.0
4 , 22/10/2012 07:01:41:231 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101819601Claim Applied Amount :727123.0
4 , 22/10/2012 07:01:41:233 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101819601Recovered Amount :0.0
4 , 22/10/2012 07:01:41:236 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101819601Default Amount :47500.0
4 , 22/10/2012 07:01:41:237 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:41:238 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:41:307 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:41:310 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP080049801Oustanding Amount :399727.0
4 , 22/10/2012 07:01:41:313 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP080049801Approved Application Amount :620000.0
4 , 22/10/2012 07:01:41:316 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP080049801Claim Applied Amount :360390.0
4 , 22/10/2012 07:01:41:319 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP080049801Recovered Amount :0.0
4 , 22/10/2012 07:01:41:321 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP080049801Default Amount :969498.0
4 , 22/10/2012 07:01:41:324 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:41:326 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:41:393 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:41:396 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090457701Oustanding Amount :220000.0
