4 , 23/10/2012 04:48:07:630 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:422 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102734101Approved Application Amount :760000.0
4 , 23/10/2012 04:48:10:422 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:422 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102734101Claim Applied Amount :759027.0
4 , 23/10/2012 04:48:10:422 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:422 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102734101Recovered Amount :0.0
4 , 23/10/2012 04:48:10:422 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:422 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102734101Default Amount :192329.0
4 , 23/10/2012 04:48:10:422 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091190501
4 , 23/10/2012 04:48:10:422 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:422 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:422 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , memId :001500270000
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MA080060201
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100108501
4 , 23/10/2012 04:48:10:438 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091594201
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101682701
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:454 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:469 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:469 , ClaimAction , displayClaimApproval() , memId :001500030000
4 , 23/10/2012 04:48:10:469 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KA101010401
4 , 23/10/2012 04:48:10:469 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:469 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:469 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:469 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:469 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:469 , ClaimAction , displayClaimApproval() , memId :003400030000
4 , 23/10/2012 04:48:10:469 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091983901Oustanding Amount :60000.0
4 , 23/10/2012 04:48:10:485 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12HA100061401
4 , 23/10/2012 04:48:10:485 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091983901Approved Application Amount :60000.0
4 , 23/10/2012 04:48:10:485 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:485 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091983901Claim Applied Amount :51000.0
4 , 23/10/2012 04:48:10:485 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:485 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091983901Recovered Amount :0.0
4 , 23/10/2012 04:48:10:485 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:485 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091983901Default Amount :50000.0
4 , 23/10/2012 04:48:10:485 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:485 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:485 , ClaimAction , displayClaimApproval() , memId :001500280000
4 , 23/10/2012 04:48:10:485 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:485 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:501 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100402001
4 , 23/10/2012 04:48:10:501 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102060001Oustanding Amount :700000.0
4 , 23/10/2012 04:48:10:501 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:501 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102060001Approved Application Amount :700000.0
4 , 23/10/2012 04:48:10:501 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:501 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102060001Claim Applied Amount :525000.0
4 , 23/10/2012 04:48:10:501 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:501 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102060001Recovered Amount :0.0
4 , 23/10/2012 04:48:10:501 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:501 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102060001Default Amount :692892.0
4 , 23/10/2012 04:48:10:501 , ClaimAction , displayClaimApproval() , memId :000100360000
4 , 23/10/2012 04:48:10:501 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:501 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12HA090087001
4 , 23/10/2012 04:48:10:501 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:501 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100646801
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090754401
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:516 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA080144901
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090740901
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:532 , ClaimAction , displayClaimApproval() , memId :001500270000
4 , 23/10/2012 04:48:10:547 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MA090670901
4 , 23/10/2012 04:48:10:547 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:547 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:547 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:547 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:547 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:547 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091958501
4 , 23/10/2012 04:48:10:547 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:547 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:547 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:547 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091601901Oustanding Amount :50000.0
4 , 23/10/2012 04:48:10:547 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:547 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091601901Approved Application Amount :50000.0
4 , 23/10/2012 04:48:10:563 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091601901Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:10:563 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091601901Recovered Amount :0.0
4 , 23/10/2012 04:48:10:563 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP092023701
4 , 23/10/2012 04:48:10:563 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091601901Default Amount :60000.0
4 , 23/10/2012 04:48:10:563 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:563 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:563 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:563 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:563 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:563 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:579 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:579 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU070114001Oustanding Amount :2122.0
4 , 23/10/2012 04:48:10:579 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:579 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU070114001Approved Application Amount :3334.0
4 , 23/10/2012 04:48:10:579 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091642201
4 , 23/10/2012 04:48:10:579 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU070114001Claim Applied Amount :474.0
4 , 23/10/2012 04:48:10:579 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:579 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU070114001Recovered Amount :0.0
4 , 23/10/2012 04:48:10:579 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:579 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU070114001Default Amount :700000.0
4 , 23/10/2012 04:48:10:579 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:579 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:10:579 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:579 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091679701
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101342201
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091573201
4 , 23/10/2012 04:48:10:594 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101679901
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100176701
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:610 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:625 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:625 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:10:625 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091291501
4 , 23/10/2012 04:48:10:625 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:10:625 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:10:625 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:10:625 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:10:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101604201Oustanding Amount :130000.0
4 , 23/10/2012 04:48:10:625 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:10:625 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101604201Approved Application Amount :130000.0
4 , 23/10/2012 04:48:10:625 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:48:10:641 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101604201Claim Applied Amount :110500.0
