4 , 23/10/2012 04:46:14:185 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:361 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737101Recovered Amount :0.0
4 , 23/10/2012 04:46:21:361 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090737101Default Amount :18807.0
4 , 23/10/2012 04:46:21:361 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:361 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:376 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102449201Oustanding Amount :50000.0
4 , 23/10/2012 04:46:21:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102449201Approved Application Amount :50000.0
4 , 23/10/2012 04:46:21:376 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102449201Claim Applied Amount :50000.0
4 , 23/10/2012 04:46:21:392 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102449201Recovered Amount :0.0
4 , 23/10/2012 04:46:21:392 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102449201Default Amount :25000.0
4 , 23/10/2012 04:46:21:392 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:392 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:408 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:408 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090763901Oustanding Amount :18597.0
4 , 23/10/2012 04:46:21:423 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090763901Approved Application Amount :25000.0
4 , 23/10/2012 04:46:21:423 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090763901Claim Applied Amount :14061.0
4 , 23/10/2012 04:46:21:423 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090763901Recovered Amount :0.0
4 , 23/10/2012 04:46:21:423 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:423 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090763901Default Amount :13191.0
4 , 23/10/2012 04:46:21:423 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090700401Oustanding Amount :50000.0
4 , 23/10/2012 04:46:21:423 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:423 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090700401Approved Application Amount :50000.0
4 , 23/10/2012 04:46:21:423 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:439 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090700401Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:21:439 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090700401Recovered Amount :0.0
4 , 23/10/2012 04:46:21:439 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090700401Default Amount :50000.0
4 , 23/10/2012 04:46:21:439 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:439 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:454 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:454 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100620601Oustanding Amount :1243759.0
4 , 23/10/2012 04:46:21:454 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100620601Approved Application Amount :1294000.0
4 , 23/10/2012 04:46:21:454 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100620601Claim Applied Amount :532259.0
4 , 23/10/2012 04:46:21:454 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100620601Recovered Amount :0.0
4 , 23/10/2012 04:46:21:454 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100620601Default Amount :50000.0
4 , 23/10/2012 04:46:21:454 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:454 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:486 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:486 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11KE090839501Oustanding Amount :35000.0
4 , 23/10/2012 04:46:21:486 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11KE090839501Approved Application Amount :35000.0
4 , 23/10/2012 04:46:21:486 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11KE090839501Claim Applied Amount :29750.0
4 , 23/10/2012 04:46:21:501 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11KE090839501Recovered Amount :0.0
4 , 23/10/2012 04:46:21:501 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:501 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11KE090839501Default Amount :18597.0
4 , 23/10/2012 04:46:21:501 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091688401Oustanding Amount :50000.0
4 , 23/10/2012 04:46:21:501 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:501 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091688401Approved Application Amount :50000.0
4 , 23/10/2012 04:46:21:517 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:517 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091688401Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:21:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091688401Recovered Amount :0.0
4 , 23/10/2012 04:46:21:532 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091688401Default Amount :50000.0
4 , 23/10/2012 04:46:21:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100664501Oustanding Amount :115000.0
4 , 23/10/2012 04:46:21:532 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100664501Approved Application Amount :115000.0
4 , 23/10/2012 04:46:21:532 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100664501Claim Applied Amount :86250.0
4 , 23/10/2012 04:46:21:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100664501Recovered Amount :0.0
4 , 23/10/2012 04:46:21:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100664501Default Amount :1243759.0
4 , 23/10/2012 04:46:21:532 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:532 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:579 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:579 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090010501Oustanding Amount :44234.0
4 , 23/10/2012 04:46:21:579 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090010501Approved Application Amount :47500.0
4 , 23/10/2012 04:46:21:579 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090010501Claim Applied Amount :26810.0
4 , 23/10/2012 04:46:21:579 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090010501Recovered Amount :0.0
4 , 23/10/2012 04:46:21:579 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090010501Default Amount :35000.0
4 , 23/10/2012 04:46:21:579 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:579 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:595 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:595 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100453901Oustanding Amount :25000.0
4 , 23/10/2012 04:46:21:595 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100453901Approved Application Amount :25000.0
4 , 23/10/2012 04:46:21:595 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100453901Claim Applied Amount :21250.0
4 , 23/10/2012 04:46:21:610 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:610 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100453901Recovered Amount :0.0
4 , 23/10/2012 04:46:21:610 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101285301Oustanding Amount :144656.0
4 , 23/10/2012 04:46:21:610 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100453901Default Amount :50000.0
4 , 23/10/2012 04:46:21:610 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101285301Approved Application Amount :228000.0
4 , 23/10/2012 04:46:21:626 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:626 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101285301Claim Applied Amount :59999.0
4 , 23/10/2012 04:46:21:626 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:626 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101285301Recovered Amount :0.0
4 , 23/10/2012 04:46:21:626 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101285301Default Amount :115000.0
4 , 23/10/2012 04:46:21:626 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:626 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:642 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:642 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683801Oustanding Amount :199000.0
4 , 23/10/2012 04:46:21:642 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683801Approved Application Amount :199000.0
4 , 23/10/2012 04:46:21:642 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683801Claim Applied Amount :199000.0
4 , 23/10/2012 04:46:21:642 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683801Recovered Amount :0.0
4 , 23/10/2012 04:46:21:642 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101683801Default Amount :44234.0
4 , 23/10/2012 04:46:21:642 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:642 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:673 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:673 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080069201Oustanding Amount :500000.0
4 , 23/10/2012 04:46:21:688 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080069201Approved Application Amount :500000.0
4 , 23/10/2012 04:46:21:688 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080069201Claim Applied Amount :500000.0
4 , 23/10/2012 04:46:21:688 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080069201Recovered Amount :0.0
4 , 23/10/2012 04:46:21:688 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE080069201Default Amount :25000.0
4 , 23/10/2012 04:46:21:688 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:704 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:704 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100402901Oustanding Amount :31500.0
4 , 23/10/2012 04:46:21:704 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:704 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100402901Approved Application Amount :31500.0
4 , 23/10/2012 04:46:21:704 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100402901Claim Applied Amount :26775.0
4 , 23/10/2012 04:46:21:704 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:720 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100402901Recovered Amount :0.0
4 , 23/10/2012 04:46:21:720 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100016401Oustanding Amount :6000000.0
4 , 23/10/2012 04:46:21:720 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100402901Default Amount :144656.0
4 , 23/10/2012 04:46:21:720 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100016401Approved Application Amount :6000000.0
4 , 23/10/2012 04:46:21:720 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:720 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100016401Claim Applied Amount :4750000.0
4 , 23/10/2012 04:46:21:720 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:720 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100016401Recovered Amount :0.0
4 , 23/10/2012 04:46:21:720 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100016401Default Amount :199000.0
4 , 23/10/2012 04:46:21:720 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:720 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:766 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:766 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101682001Oustanding Amount :50000.0
4 , 23/10/2012 04:46:21:766 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101682001Approved Application Amount :50000.0
4 , 23/10/2012 04:46:21:766 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101682001Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:21:782 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101682001Recovered Amount :0.0
4 , 23/10/2012 04:46:21:782 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:782 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101682001Default Amount :500000.0
4 , 23/10/2012 04:46:21:782 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101878301Oustanding Amount :2112000.0
4 , 23/10/2012 04:46:21:782 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:798 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:798 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101878301Approved Application Amount :2112000.0
4 , 23/10/2012 04:46:21:798 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:798 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101474701Oustanding Amount :30000.0
4 , 23/10/2012 04:46:21:813 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101878301Claim Applied Amount :1538758.0
4 , 23/10/2012 04:46:21:813 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101474701Approved Application Amount :30000.0
4 , 23/10/2012 04:46:21:813 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101878301Recovered Amount :0.0
4 , 23/10/2012 04:46:21:813 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101474701Claim Applied Amount :25500.0
4 , 23/10/2012 04:46:21:813 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101878301Default Amount :31500.0
4 , 23/10/2012 04:46:21:813 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101474701Recovered Amount :0.0
4 , 23/10/2012 04:46:21:813 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:813 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101474701Default Amount :6000000.0
4 , 23/10/2012 04:46:21:813 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:813 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:813 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:860 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:876 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090228601Oustanding Amount :11747.75
4 , 23/10/2012 04:46:21:876 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090228601Approved Application Amount :15000.0
4 , 23/10/2012 04:46:21:876 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090228601Claim Applied Amount :9872.0
4 , 23/10/2012 04:46:21:876 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090228601Recovered Amount :0.0
4 , 23/10/2012 04:46:21:891 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090228601Default Amount :50000.0
4 , 23/10/2012 04:46:21:891 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:891 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:907 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:907 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100274401Oustanding Amount :124509.0
4 , 23/10/2012 04:46:21:907 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100274401Approved Application Amount :150000.0
4 , 23/10/2012 04:46:21:907 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100274401Claim Applied Amount :150000.0
4 , 23/10/2012 04:46:21:907 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100274401Recovered Amount :0.0
4 , 23/10/2012 04:46:21:907 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:21:907 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AS100274401Default Amount :2112000.0
4 , 23/10/2012 04:46:21:907 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091181701Oustanding Amount :50000.0
4 , 23/10/2012 04:46:21:907 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:21:907 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091181701Approved Application Amount :50000.0
4 , 23/10/2012 04:46:21:907 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:21:907 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091181701Claim Applied Amount :42500.0
